name,price,spec_score,display_inches,pixel_resolution,network_connection,smart_tv,speakers,processor,viewing_angle,misc
Kodak 40FHDX7XPRO 40-inch Full HD Smart LED TV,"₹14,499",54,"40 in, LED TV","Full HD, 1920 x 1080 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 24 w Output","Cortex A53 Processor, 1 GB RAM, 8 GB Storage",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
Hisense 32A56E 32-inch HD Ready Smart LED TV,"₹8,999",45,"32 in, LED TV",1366 x 768 pixels,"Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output",178 ° Viewing Angle,"2 HDMI Ports, 2 USB Ports",3D TV: No
Hisense 55A71F 55-inch Ultra HD 4K Smart LED TV,"₹33,990",65,"55 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 30 w Output",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports",3D TV: No
TCL 43P715 43-inch Ultra HD 4K Smart LED TV,"₹24,999",63,"43 in, LED TV","4K Resolution, 3840 x 2160 pixels",Wifi,Smart TV,"2 Speakers, 30 w Output",Quad Core Processor,178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
Toshiba 43L5865 43-inch Full HD Smart LED TV,"₹18,999",53,"43 in, LED TV","Full HD, 1920 x 1080 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 16 w Output","Cortex-A53 Processor, 1 GB RAM, 4 GB Storage",178 ° Viewing Angle,"2 HDMI Ports, 2 USB Ports"
Samsung UA43TU8000K 43-inch Ultra HD 4K Smart LED TV,"₹45,400",66,"43 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output",Quad Core Processor,178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
Sony KD-55X8000H 55-inch Ultra HD 4K Smart LED TV,"₹75,999",72,"55 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output",16 GB Storage,178 ° Viewing Angle,"4 HDMI Ports, 2 USB Ports"
Samsung UA43T5770AUXXL 43-inch Smart Full HD LED TV,"₹33,990",52,"43 in, LED TV","Full HD, 1920 x 1080 pixels",Wifi,Smart TV,"4 Speakers, 40 w Output",178 ° Viewing Angle,"2 HDMI Ports, 1 USB Ports",3D TV: No
Samsung 43T5350AK 43-inch Full HD Smart LED TV,"₹29,000",51,"43 in, LED TV","Full HD, 1920 x 1080 pixels",Wifi,Smart TV,"2 Speakers, 20 w Output",178 ° Viewing Angle,"2 HDMI Ports, 1 USB Ports",3D TV: No
Haier LE50K6600HQGA 50-inch Ultra HD 4K Smart LED TV,"₹35,990",67,"50 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output",178 ° Viewing Angle,"4 HDMI Ports, 2 USB Ports",3D TV: No
Sony KDL-32W6103 32-inch HD Ready Smart LED TV,"₹23,999",48,"32 in, LED TV",1366 x 768 pixels,"Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output","X-Reality Pro Processor, 4 GB Storage",178 ° Viewing Angle,"2 HDMI Ports, 2 USB Ports"
Samsung UA32T4050ARXXL 32-inch HD Ready LED TV,"₹13,390",29,32 in,1366 x 768 pixels,"2 Speakers, 20 w Output",178 ° Viewing Angle,"2 HDMI Ports, 1 USB Ports",3D TV: No,"60 Hz, 16:09 Ratio",
Samsung The Frame QA50LS03TAKXXL 50-inch Ultra HD 4K Smart QLED TV,"₹66,999",75,"50 in, QLED TV","4K Resolution, 3840 x 2160 pixels",Wifi,Smart TV,"2 Speakers, 40 w Output","2.5 GB RAM, 8 GB Storage",178 ° Viewing Angle,"4 HDMI Ports, 2 USB Ports"
Samsung The Frame QA55LS03TAKXXL 55-inch Ultra HD 4K Smart QLED TV,"₹78,990",76,"55 in, QLED TV","4K Resolution, 3840 x 2160 pixels",Wifi,Smart TV,"2 Speakers, 40 w Output","2.5 GB RAM, 8 GB Storage",178 ° Viewing Angle,"4 HDMI Ports, 2 USB Ports"
TCL 55C715 55-inch Ultra HD 4K Smart QLED TV,"₹41,488",71,"55 in, QLED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output","ARM Cortex A55 Processor, 2 GB RAM, 16 GB Storage",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
Sony KD-43X7500H 43-inch Ultra HD 4K Smart LED TV,"₹40,999",67,"43 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports",3D TV: No
TCL 55C815 55-inch Ultra HD 4K Smart QLED TV,"₹48,990",73,"55 in, QLED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output","Cortex A55 Processor, 2 GB RAM, 16 GB Storage",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
TCL 75X915 75-inch Ultra HD 8K Smart QLED TV,"₹2,59,999",85,"75 in, QLED TV","8K Resolution, 7680 x 4320 pixels","Wifi, Ethernet",Smart TV,"4 Speakers, 50 w Output","Quad Core Processor, 16 GB Storage",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
Vu 50UT 50-inch Ultra HD 4K Smart LED TV,"₹37,490",67,"50 in, LED TV","4K Resolution, 3840 x 2160 pixels",Wifi,Smart TV,30 w Output,"Quad Core Processor, 2 GB RAM",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
Haier LE43K6600GA 43-inch Full HD Smart LED TV,"₹32,399",55,"43 in, LED TV","Full HD, 1920 x 1080 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports",3D TV: No
Sony KDL-43W6600 43-inch Full HD Smart LED TV,"₹38,480",51,"43 in, LED TV","Full HD, 1920 x 1080 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output",4 GB Storage,178 ° Viewing Angle,"2 HDMI Ports, 2 USB Ports"
Samsung UA32T4010ARXXL 32-inch HD Ready LED TV,"₹13,490",30,"32 in, LED TV",1366 x 768 pixels,Smart TV: No,"2 Speakers, 20 w Output",178 ° Viewing Angle,"2 HDMI Ports, 1 USB Ports",3D TV: No,"60 Hz, 16:09 Ratio"
Xiaomi Mi TV 5 Pro 55-inch Ultra HD 4K Smart QLED TV,"₹36,990",70,"55 in, QLED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,4 Speakers,"Amlogic T972  Processor, 4 GB RAM, 64 GB Storage","Ultra Slim, 178 ° Viewing Angle","3 HDMI Ports, 2 USB Ports"
Xiaomi Mi TV 5 Pro 65-inch Ultra HD 4K Smart QLED TV,"₹49,990",72,"65 in, QLED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,4 Speakers,"Amlogic T972  Processor, 4 GB RAM, 64 GB Storage","Ultra Slim, 178 ° Viewing Angle","3 HDMI Ports, 2 USB Ports"
Foxsky 55FS4KS 55-inch Ultra HD 4K Smart LED TV,"₹26,999",69,"55 in, LED TV","4K Resolution, 3840 x 2160 pixels",Wifi,Smart TV,"Quad Core Processor, 2 GB RAM, 8 GB Storage",178 ° Viewing Angle,"3 HDMI Ports, 4 USB Ports",3D TV: No
Xiaomi Mi Full Screen Pro 43-inch Ultra HD 4K Smart LED TV,"₹27,999",69,"43 in, LED TV","4K Resolution, 3840 x 2160 pixels",Wifi,Smart TV,"2 Speakers, 20 w Output","Amlogic T972  Processor, 2 GB RAM, 32 GB Storage",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
Xiaomi Mi TV 4A 40-inch Full HD Smart LED TV,"₹18,999",49,"40 in, LED TV","Full HD, 1920 x 1080 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output","Quad Core Processor, 1 GB RAM, 8 GB Storage",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
LG 43UM7780PTA 43-inch Ultra HD 4K Smart LED TV,"₹46,900",73,"43 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 35 w Output","1.5 GB RAM, 4 GB Storage",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
Sony 65A8G 65-inch Ultra HD 4K Smart OLED TV,"₹1,39,990",87,"65 in, OLED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"4 Speakers, 40 w Output",16 GB Storage,"Ultra Slim, 178 ° Viewing Angle","4 HDMI Ports, 4 USB Ports"
Adsun A-3200S 32-inch HD Ready Smart LED TV,"₹7,799",46,"32 in, LED TV",1366 x 768 pixels,"Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output","Quad Core Processor, 1 GB RAM, 8 GB Storage",178 ° Viewing Angle,"2 HDMI Ports, 2 USB Ports"
LG 43LM6360PTB 43-inch Full HD Smart LED TV,"₹33,490",54,"43 in, LED TV","Full HD, 1920 x 1080 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output",Quad Core Processor,178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
Xiaomi Mi E-Series E32A 32-inch HD Ready Smart LED TV,"₹12,990",46,"32 in, LED TV",1366 x 768 pixels,"Wifi, Ethernet",Smart TV,"2 Speakers, 12 w Output","1 GB RAM, 4 GB Storage",178 ° Viewing Angle,"2 HDMI Ports, 1 USB Ports"
TCL 32S6500S HD Ready Smart LED TV,"₹17,990",45,"32 in, LED TV",1366 x 768 pixels,"Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output",178 ° Viewing Angle,"2 HDMI Ports, 1 USB Ports",3D TV: No
Panasonic 55GZ2000 55-inch 4K HDR Smart OLED TV,"₹90,000",55,"55 in, OLED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,HCX PRO Processor,3D TV: No,,
Samsung UA32N4003ARXXL 32-inch HD Ready LED TV,"₹13,633",27,"31.5 in, LED TV",1366 x 768 pixels,Smart TV: No,"2 Speakers, 10 w Output","2 HDMI Ports, 1 USB Ports",3D TV: No,60 Hz,
Kodak 32HDX900s (32-inch) HD Ready LED TV,"₹7,499",32,"32 in, LED TV",1366 x 768 pixels,Smart TV: No,"2 Speakers, 20 w Output",178 ° Viewing Angle,"2 HDMI Ports, 2 USB Ports",3D TV: No,60 Hz
Thomson 24TM2490 (24 inch) HD Ready LED TV,"₹6,499",31,"24 in, LED TV",1366 x 768 pixels,Smart TV: No,"2 Speakers, 20 w Output",178 ° Viewing Angle,"2 HDMI Ports, 2 USB Ports",3D TV: No,"60 Hz, 16:9, 4:3, Auto, Just Scan, Zoom1, Zoom2 Ratio"
Samsung Series 5 43N5100 (43-inch) Full HD LED TV,"₹39,699",36,"43 in, LED TV","Full HD, 1920 x 1080 pixels",Ethernet,Smart TV: No,"4 Speakers, 40 w Output","2 HDMI Ports, 1 USB Ports",3D TV: No,120 Hz
Sony KDL-43W800F 43 inch Full HD LED Smart TV,"₹46,799",58,"43 in, LED TV","Full HD, 1920 x 1080 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 10 w Output",178 ° Viewing Angle,"4 HDMI Ports, 3 USB Ports",Screen Mirroring / Miracast Support
LG 55UJ632T (55-inch) Ultra HD LED Smart TV,"₹64,999",72,"55 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output",178 ° Viewing Angle,"3 HDMI Ports, 3 USB Ports",3D TV: No
LG LX1 Posé 48 inch Ultra HD 4K Smart OLED TV (48LX1QPSA),"₹1,14,990",77,"48 in, OLED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"4 Speakers, 40 w Output","2.5 GB RAM, 8 GB Storage",Ultra Slim,"3 HDMI Ports, 2 USB Ports"
Yuwa Y-32S- SB 32 inch HD Ready Smart LED TV,"₹8,750",47,"32 in, LED TV",1366 x 768 pixels,"Wifi, Ethernet",Smart TV,"2 Speakers, 30 w Output","A53*4 Processor, 1 GB RAM, 8 GB Storage",178 ° Viewing Angle,"1 HDMI Ports, 2 USB Ports"
Telestone Sparkle Series 43 inch Full HD Smart LED TV,"₹23,199",53,"43 in, LED TV","Full HD, 1920 x 1080 pixels","Wifi, Ethernet",Smart TV,"1 GB RAM, 8 GB Storage","2 HDMI Ports, 2 USB Ports",3D TV: No,Supports Apps & Games
Nextview NV2FH24L 24 inch Full HD LED TV,"₹7,950",36,"24 in, LED TV","Full HD, 1920 x 1080 pixels",Smart TV: No,"1 Speakers, 10 w Output",178 ° Viewing Angle,"2 HDMI Ports, 2 USB Ports",3D TV: No,"60 Hz, 16:9 Ratio"
Leema LM-6500S 65 inch Ultra HD 4K Smart LED TV,"₹46,999",69,"65 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output","1 GB RAM, 8 GB Storage","3 HDMI Ports, 2 USB Ports",3D TV: No
Aiwa 50UHDX3 50 inch Ultra HD 4K Smart LED TV,"₹34,990",62,"50 in, LED TV","4K Resolution, 3840 x 2160 pixels",Wifi,Smart TV,"2 Speakers, 15 w Output","3 HDMI Ports, 2 USB Ports",3D TV: No,"60 Hz, 16:9 Ratio"
Aiwa Magnifiq A32HDX1 32 inch HD Ready Smart LED TV,"₹12,990",44,"32 in, LED TV",1366 x 768 pixels,Wifi,Smart TV,"2 Speakers, 24 w Output","2 HDMI Ports, 2 USB Ports",3D TV: No,"60 Hz, 16:9 Ratio"
LG LX1 Posé 55 inch Ultra HD 4K Smart OLED TV (55LX1QPSA),"₹1,59,990",76,"55 in, OLED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,40 w Output,"3 HDMI Ports, 2 USB Ports",Supports Apps & Games,Screen Mirroring / Miracast Support
Impex Grande 50 AU00BL 50 inch Ultra HD 4K Smart LED TV,"₹34,900",62,"50 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,10 w Output,Quad Core Processor,"2 HDMI Ports, 2 USB Ports",Supports Apps & Games
Aiwa 55UHDX3 55 inch Ultra HD 4K Smart LED TV,"₹37,990",64,"55 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 15 w Output","3 HDMI Ports, 2 USB Ports",Screen Mirroring / Miracast Support,"60 Hz, 16:9 Ratio"
Nu LED32HWA1 32 inch HD ready Smart LED TV,"₹11,490",47,"32 in, LED TV",1366 x 768 pixels,Wifi,Smart TV,10 w Output,Quad Core Processor,178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
Garuda 4344T8 43 inch Full HD Smart LED TV,"₹17,999",39,"43 in, LED TV","Full HD, 1920 x 1080 pixels",Wifi,Smart TV,178 ° Viewing Angle,"60 Hz, 16:9 Ratio",,
Nextview WBNV4S55Q 55 inch Ultra HD 4K Smart QLED TV,"₹45,000",65,"55 in, QLED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,ARM Cortex Processor,"3 HDMI Ports, 1 USB Ports",Supports Apps & Games,Screen Mirroring / Miracast Support
Nextview WBNV4K055U 55 inch Ultra HD 4K Smart LED TV,"₹36,500",65,"55 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,ARM Cortex Processor,"3 HDMI Ports, 2 USB Ports",Supports Apps & Games,Screen Mirroring / Miracast Support
Dyanora DY-LD32H1N 32 inch HD Ready LED TV,"₹6,999",35,"32 in, LED TV",1366 x 768 pixels,Smart TV: No,"2 Speakers, 20 w Output",Quad Core Processor,178 ° Viewing Angle,"2 HDMI Ports, 2 USB Ports","60 Hz, 16:9 Ratio"
Nextview WBNV4K050U 50 inch Ultra HD 4K Smart LED TV,"₹31,500",64,"50 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,ARM Cortex Processor,"3 HDMI Ports, 2 USB Ports",Supports Apps & Games,Screen Mirroring / Miracast Support
Nextview WBNV4K043U 43 inch Ultra HD 4K Smart LED TV,"₹22,850",62,"43 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,ARM Cortex Processor,"3 HDMI Ports, 2 USB Ports",Supports Apps & Games,Screen Mirroring / Miracast Support
Nextview WBNV4K065U 65 inch Ultra HD 4K Smart LED TV,"₹57,850",68,"65 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,ARM Cortex Processor,"3 HDMI Ports, 2 USB Ports",Supports Apps & Games,Screen Mirroring / Miracast Support
Nextview NV24K75S9 75 inch Ultra HD 4K Smart LED TV,"₹1,05,000",76,"75 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output","Quad Core Processor, 2 GB RAM, 16 GB Storage","3 HDMI Ports, 2 USB Ports",Supports Apps & Games
Nextview NV2FH43S9 43 inch Full HD Smart LED TV,"₹19,999",51,"43 in, LED TV","Full HD, 1920 x 1080 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output",Quad Core Processor,"3 HDMI Ports, 2 USB Ports",Supports Apps & Games
Nextview NVS24K43S9 43 inch Ultra HD 4K Smart LED TV,"₹21,850",63,"43 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output",178 ° Viewing Angle,"2 HDMI Ports, 2 USB Ports",Supports Apps & Games
Nextview NV24K55S9 55 inch Ultra HD 4K Smart LED TV,"₹35,950",69,"55 in, LED TV","4K Resolution, 3840 x 2160 pixels",Wifi,Smart TV,"2 Speakers, 20 w Output","2 GB RAM, 16 GB Storage","3 HDMI Ports, 2 USB Ports",Supports Apps & Games
Nextview NV2FH24S9 24 inch Full HD Smart LED TV,"₹8,500",45,"24 in, LED TV","Full HD, 1920 x 1080 pixels",Wifi,Smart TV,"2 Speakers, 20 w Output","2 HDMI Ports, 2 USB Ports",Screen Mirroring / Miracast Support,60 Hz
TruSense TS3243 32 inch Full HD Smart LED TV,"₹20,000",50,"32 in, LED TV","Full HD, 1920 x 1080 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 24 w Output","3 HDMI Ports, 2 USB Ports",Supports Apps & Games,Screen Mirroring / Miracast Support
AmazonBasics Fire TV 43 inch Full HD Smart LED TV (2023 Model),"₹20,999",55,"43 in, LED TV","Full HD, 1920 x 1080 pixels",Wifi,Smart TV,"2 Speakers, 20 w Output","ARM Cortex-A35 Processor, 1.5 GB RAM, 8 GB Storage",178 ° Viewing Angle,"3 HDMI Ports, 1 USB Ports"
Westway WEL55SFLK2 55 inch Ultra HD 4K Smart LED TV,"₹29,999",67,"55 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"1 GB RAM, 8 GB Storage",178 ° Viewing Angle,"2 HDMI Ports, 2 USB Ports",Supports Apps & Games
GARUDA 83228N1 32 inches HD Ready LED TV,"₹7,999",32,"32 in, LED TV",1366 x 768 pixels,"2 HDMI Ports, 2 USB Ports","60 Hz, 16:9 Ratio",,,,
Aiwa 43UHDX3 43 inch Ultra HD 4K Smart LED TV,"₹28,490",61,"43 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 30 w Output","3 HDMI Ports, 2 USB Ports",60 Hz,
Adsun C-3200SF/S 32 inch HD Ready Smart LED TV,"₹9,999",52,"32 in, LED TV",1366 x 768 pixels,"Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output","1 GB RAM, 8 GB Storage",178 ° Viewing Angle,"2 HDMI Ports, 2 USB Ports"
Haier LE40K7700GA 40 inch Full HD Smart LED TV,"₹28,490",55,"40 in, LED TV","Full HD, 1920 x 1080 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output",176 ° Viewing Angle,"4 HDMI Ports, 2 USB Ports",Supports Apps & Games
Yuwa Y-32 SVS 32 inch HD Ready Smart LED TV,"₹10,449",52,"32 in, LED TV",1366 x 768 pixels,"Wifi, Ethernet",Smart TV,"2 Speakers, 15 w Output","A53 Processor, 5 GB RAM, 8 Storage",178 ° Viewing Angle,"2 HDMI Ports, 2 USB Ports"
PSJ PSJ32N 32 inch Full HD LED TV,"₹7,499",42,"32 in, LED TV","Full HD, 1920 x 1080 pixels",Smart TV: No,"2 Speakers, 30 w Output",178 ° Viewing Angle,"2 HDMI Ports, 2 USB Ports","60 Hz, 16:09 Ratio",
iMee Signature 43SFLVC 43 inch Ultra HD 4K Smart LED TV,"₹25,999",69,"43 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"4 Speakers, 20 w Output","ARM CORTEX A55 - 4 core Processor, 2 GB RAM, 8 GB Storage",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
CompaQ HUEQ X 65 inch Ultra HD 4K Smart LED TV (CQV65AX1UD),"₹59,999",71,"65 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports",Supports Apps & Games
Skytron 32S2B 32 inch HD Ready Smart LED TV,"₹7,884",44,"32 in, LED TV",1366 x 768 pixels,Wifi,Smart TV,"2 Speakers, 24 w Output",178 ° Viewing Angle,"2 HDMI Ports, 2 USB Ports",Supports Apps & Games
TCL P727 55 inch Ultra HD 4K Smart LED TV (55P727),"₹39,499",69,"55 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 24 w Output",64-bit A55×4 1.3GHz Processor,178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
KLASS KLS32SMRTT 32 inch HD Ready Smart LED TV,"₹8,295",40,"32 in, LED TV","HD Ready, 1366 x 720 pixels",Wifi,Smart TV,"2 Speakers, 20 w Output","2 HDMI Ports, 2 USB Ports",Supports Apps & Games,Screen Mirroring / Miracast Support
Skytron S55W2UHFW 55 inch Ultra HD 4K Smart LED TV,"₹29,830",68,"55 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 30 w Output",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports",Supports Apps & Games
Samsung 55Q80AAK 55 inch Ultra HD 4K Smart QLED TV (QA55Q80AAKLXL),"₹1,40,990",76,"55 in, QLED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 60 w Output",Samsung Quantum Processor 4K Processor,Ultra Slim,"4 HDMI Ports, 2 USB Ports"
DACS SD14X 43 inch Full HD Smart LED TV,"₹19,999",51,"43 in, LED TV","Full HD, 1920 x 1080 pixels",Wifi,Smart TV,"2 Speakers, 20 w Output","1 GB RAM, 8 GB Storage","3 HDMI Ports, 2 USB Ports",Supports Apps & Games
Akai AL32S-FX1WS 32 inch HD Ready Smart LED TV,"₹12,490",52,"32 in, LED TV",1366 x 768 pixels,"Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output","ARM CA55 Processor, 1.5 GB RAM, 8 GB Storage",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
Croma CREL055UGA024601 55 inch Ultra HD 4K Smart QLED TV,"₹58,990",70,"55 in, QLED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output","2 GB RAM, 16 GB Storage","3 HDMI Ports, 2 USB Ports",Supports Apps & Games
Akai AL55U-FX1WS 55 inch Ultra HD 4K Smart LED TV,"₹36,490",70,"55 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output","ARM CA55 Processor, 1.5 GB RAM, 8 GB Storage",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
Akai AL65U-FX1WS 55 inch Ultra HD 4K Smart LED TV,"₹55,990",72,"65 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output","ARM CA55 Processor, 1.5 GB RAM, 8 GB Storage",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
Croma CREL065UGA024601 65 inch Ultra HD 4K Smart QLED TV,"₹79,990",71,"65 in, QLED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output","2 GB RAM, 16 GB Storage","3 HDMI Ports, 2 USB Ports",Screen Mirroring / Miracast Support
LG B2 65 inch Ultra HD 4K Smart OLED TV (OLED65B2PSA),"₹1,99,999",83,"65 in, OLED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output",α7 Gen5 AI Processor 4K Processor,"Ultra Slim, 178 ° Viewing Angle","4 HDMI Ports, 2 USB Ports"
Skytron 24N2B 24 Inch HD Ready Smart LED TV,"₹6,364",43,"24 in, LED TV",1366 x 768 pixels,Wifi,Smart TV,"2 Speakers, 20 w Output","512 MB RAM, 4 GB Storage","2 HDMI Ports, 2 USB Ports",Supports Apps & Games
Gangnam Street LEDSTVGG43DN 43 inch Full HD Smart LED TV,"₹16,149",47,"43 in, LED TV","Full HD, 1920 x 1080 pixels",Wifi,Smart TV,"2 Speakers, 24 w Output","2 HDMI Ports, 2 USB Ports",Supports Apps & Games,Screen Mirroring / Miracast Support
Cornea 32CORFLSNB05 32 inch Full HD Smart LED TV,"₹9,990",49,"32 in, LED TV","Full HD, 1920 x 1080 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output","Quad Core Processor, 512 MB RAM, 4 GB Storage",178 ° Viewing Angle,"1 HDMI Ports, 2 USB Ports"
